epoch,acc,auc,learning_rate,loss,precision,recall,val_acc,val_auc,val_loss,val_precision,val_recall
0,0.5197823643684387,0.5795184373855591,0.00019999999494757503,3.0931828022003174,0.5111857056617737,0.9040554165840149,0.5,0.5977124571800232,1.3622410297393799,0.0,0.0
1,0.5089020729064941,0.6307790875434875,0.00019999999494757503,1.2698719501495361,0.5045408606529236,0.9891197085380554,0.6139817833900452,0.6673718690872192,0.2514224052429199,0.5854213833808899,0.781154990196228
2,0.5103857517242432,0.6609339714050293,0.00019999999494757503,1.2082165479660034,0.5053110718727112,0.9881305694580078,0.5015197396278381,0.688685417175293,0.6907780766487122,0.5007656812667847,0.9939209818840027
3,0.5316518545150757,0.6894105672836304,0.00019999999494757503,1.0438716411590576,0.516410231590271,0.9960435032844543,0.5136778354644775,0.7173945307731628,0.87587970495224,0.5069337487220764,1.0
4,0.5474777221679688,0.748228907585144,9.999999747378752e-05,0.9544217586517334,0.5251045823097229,0.9930761456489563,0.542553186416626,0.7453044652938843,0.5515135526657104,0.5223641991615295,0.9939209818840027
5,0.5628091096878052,0.8056243062019348,9.999999747378752e-05,0.7884916663169861,0.5335801243782043,0.9980217814445496,0.5258358716964722,0.7554207444190979,0.6509178280830383,0.513260543346405,1.0
6,0.5712166428565979,0.8352509140968323,4.999999873689376e-05,0.7267653346061707,0.5384615659713745,0.997032642364502,0.5303951501846313,0.7558180689811707,0.6963369846343994,0.5157728791236877,0.9939209818840027
7,0.5677546858787537,0.8285741209983826,4.999999873689376e-05,0.8532750010490417,0.5366114377975464,0.9930761456489563,0.5288753509521484,0.7340194582939148,0.5895978212356567,0.5150079131126404,0.9908814430236816
8,0.5905044674873352,0.8613994717597961,2.499999936844688e-05,0.6410887837409973,0.5498637557029724,0.9980217814445496,0.5471124649047852,0.7510324120521545,0.637394905090332,0.5251215696334839,0.9848024249076843
9,0.6241345405578613,0.887054443359375,2.499999936844688e-05,0.5751904249191284,0.5708639025688171,1.0,0.5577507615089417,0.7617538571357727,0.5744304656982422,0.5311475396156311,0.9848024249076843
10,0.6364985108375549,0.8946998715400696,1.249999968422344e-05,0.6425343155860901,0.5794016122817993,0.9960435032844543,0.5683890581130981,0.7670014500617981,0.5531826019287109,0.5376884341239929,0.975683867931366
11,0.639465868473053,0.9083396792411804,1.249999968422344e-05,0.5282369256019592,0.5812212228775024,0.9980217814445496,0.5729483366012573,0.7621557116508484,0.5683881640434265,0.5402684807777405,0.978723406791687
12,0.6369930505752563,0.9083558320999146,6.24999984211172e-06,0.5434492230415344,0.5796434879302979,0.997032642364502,0.585106372833252,0.7634444832801819,0.5527284145355225,0.5477815866470337,0.975683867931366
13,0.6419386863708496,0.9088199734687805,6.24999984211172e-06,0.5292468070983887,0.5828043818473816,0.9990108609199524,0.5866261124610901,0.7606960535049438,0.5653817057609558,0.5487179756164551,0.975683867931366
14,0.6636993288993835,0.9200143814086914,3.12499992105586e-06,0.47696587443351746,0.5979869961738586,0.9990108609199524,0.5911853909492493,0.7621788382530212,0.56196528673172,0.5515463948249817,0.975683867931366
15,0.6523244380950928,0.9205847978591919,3.12499992105586e-06,0.4783489406108856,0.5899532437324524,0.9990108609199524,0.5927051901817322,0.7631027698516846,0.5464150309562683,0.5530434846878052,0.9665653705596924
