epoch,acc,auc,learning_rate,loss,precision,recall,val_acc,val_auc,val_loss,val_precision,val_recall
0,0.6214285492897034,0.623801052570343,0.00019999999494757503,97.98182678222656,0.6180555820465088,0.6357142925262451,0.5,0.7135633230209351,1.3769999742507935,0.0,0.0
1,0.6892856955528259,0.8089285492897034,0.00019999999494757503,15.255126953125,0.6318408250808716,0.9071428775787354,0.5,0.740630567073822,1.8141181468963623,0.0,0.0
2,0.6642857193946838,0.8451275825500488,0.00019999999494757503,4.626906394958496,0.6017699241638184,0.9714285731315613,0.5,0.7804877758026123,2.02274227142334,0.0,0.0
3,0.7035714387893677,0.9140306115150452,9.999999747378752e-05,1.7347605228424072,0.6289592981338501,0.9928571581840515,0.5,0.8212373852729797,1.880350947380066,0.0,0.0
4,0.6892856955528259,0.9035969376564026,9.999999747378752e-05,2.140693426132202,0.6177777647972107,0.9928571581840515,0.5,0.8447352647781372,1.7112131118774414,0.0,0.0
5,0.6892856955528259,0.9036478996276855,4.999999873689376e-05,2.073714017868042,0.6177777647972107,0.9928571581840515,0.5,0.8456276059150696,1.45136296749115,0.0,0.0
6,0.6964285969734192,0.9068366885185242,4.999999873689376e-05,0.9477477073669434,0.6222222447395325,1.0,0.5,0.8554431796073914,1.2060489654541016,0.0,0.0
7,0.6892856955528259,0.9072704315185547,4.999999873689376e-05,1.0950921773910522,0.6167401075363159,1.0,0.5,0.8584176301956177,0.9671252369880676,0.0,0.0
8,0.6964285969734192,0.9254336357116699,4.999999873689376e-05,1.0181736946105957,0.6233183741569519,0.9928571581840515,0.5,0.8688280582427979,0.7600134611129761,0.0,0.0
9,0.6714285612106323,0.9371427893638611,4.999999873689376e-05,0.6443173885345459,0.6034482717514038,1.0,0.5121951103210449,0.8634741306304932,0.5755414962768555,1.0,0.024390242993831635
10,0.6857143044471741,0.9374235272407532,4.999999873689376e-05,0.55089271068573,0.6140350699424744,1.0,0.5121951103210449,0.863176703453064,0.43448373675346375,1.0,0.024390242993831635
11,0.7035714387893677,0.9194642901420593,4.999999873689376e-05,0.6386430859565735,0.6278026700019836,1.0,0.5975610017776489,0.8622844219207764,0.3293638527393341,1.0,0.19512194395065308
12,0.6821428537368774,0.9195152521133423,4.999999873689376e-05,0.8625981211662292,0.6113536953926086,1.0,0.6707317233085632,0.8587149977684021,0.2545025944709778,1.0,0.3414634168148041
13,0.6892856955528259,0.9501274824142456,4.999999873689376e-05,0.573154091835022,0.6167401075363159,1.0,0.707317054271698,0.8613919615745544,0.20277553796768188,0.9047619104385376,0.46341463923454285
