epoch,acc,auc,learning_rate,loss,precision,recall,val_acc,val_auc,val_loss,val_precision,val_recall
0,0.5077430605888367,0.5474488735198975,0.00019999999494757503,1.0483065843582153,0.5040909051895142,0.9541152715682983,0.5,0.5880247950553894,0.9351535439491272,0.5,1.0
1,0.5150558948516846,0.6003912687301636,0.00019999999494757503,0.7632703185081482,0.5078113079071045,0.9787783026695251,0.5,0.7043462991714478,0.4933982789516449,0.5,1.0
2,0.5229423642158508,0.680223286151886,0.00019999999494757503,0.6423418521881104,0.5119545459747314,0.9825064539909363,0.5021422505378723,0.743719220161438,0.30552271008491516,0.5010743737220764,0.999143123626709
3,0.5331230163574219,0.7341554760932922,0.00019999999494757503,0.5847017168998718,0.5174444913864136,0.9825064539909363,0.5064267516136169,0.7529780864715576,0.3171602487564087,0.5032397508621216,0.9982861876487732
4,0.5801548361778259,0.8120274543762207,0.00019999999494757503,0.4969973564147949,0.5442177057266235,0.9865213632583618,0.5659811496734619,0.7627658843994141,0.2917048931121826,0.5361163020133972,0.9794344305992126
5,0.6039575338363647,0.8440994024276733,0.00019999999494757503,0.45997557044029236,0.5590487122535706,0.9842271208763123,0.5029991269111633,0.766383707523346,0.7057578563690186,0.5015053749084473,0.999143123626709
6,0.6431029438972473,0.8803801536560059,0.00019999999494757503,0.4012056887149811,0.5848639607429504,0.9862346053123474,0.5544130206108093,0.7563005685806274,0.3504618704319,0.5295211672782898,0.9760068655014038
7,0.7239747643470764,0.9339815378189087,9.999999747378752e-05,0.30589359998703003,0.6466942429542542,0.9873816967010498,0.6088260412216187,0.7421169877052307,0.35877713561058044,0.5689467787742615,0.8980291485786438
8,0.7975336909294128,0.9635746479034424,9.999999747378752e-05,0.22629804909229279,0.7151150703430176,0.9891023635864258,0.6242502331733704,0.7307742834091187,0.40550220012664795,0.5841067433357239,0.8628963232040405
9,0.8518784046173096,0.9779495000839233,4.999999873689376e-05,0.17989826202392578,0.7747424840927124,0.9922569394111633,0.585261344909668,0.7484608292579651,0.5949049592018127,0.5501765012741089,0.9348757266998291
10,0.889876663684845,0.9901329874992371,4.999999873689376e-05,0.12623800337314606,0.8223856091499329,0.9945511817932129,0.7060839533805847,0.7734562158584595,0.33379364013671875,0.746161699295044,0.6246786713600159
11,0.9195583462715149,0.9945905208587646,2.499999936844688e-05,0.09342897683382034,0.8646560311317444,0.9948379993438721,0.6456726789474487,0.7844346761703491,0.4797460436820984,0.5971428751945496,0.895458459854126
12,0.9264410734176636,0.993762195110321,2.499999936844688e-05,0.10037785768508911,0.8751261234283447,0.9948379993438721,0.6615252494812012,0.7813599705696106,0.40787264704704285,0.6151496767997742,0.8628963232040405
13,0.9522511959075928,0.9978615641593933,1.249999968422344e-05,0.057293687015771866,0.9143457412719727,0.9979925155639648,0.6915166974067688,0.7859561443328857,0.3961668908596039,0.6490994095802307,0.8337618112564087
14,0.9816461205482483,0.9991225600242615,1.249999968422344e-05,0.02627488411962986,0.9648491740226746,0.9997132420539856,0.6958011984825134,0.7903966903686523,0.4011397063732147,0.657477617263794,0.817480742931366
15,0.9816461205482483,0.9978246688842773,6.24999984211172e-06,0.04536498710513115,0.9666574001312256,0.9977057576179504,0.6859468817710876,0.7903493046760559,0.4280364513397217,0.6446666717529297,0.8286203742027283
16,0.9832233786582947,0.9987419843673706,6.24999984211172e-06,0.03414082154631615,0.9690979719161987,0.998279333114624,0.6940873861312866,0.7883630394935608,0.42343243956565857,0.6554564237594604,0.818337619304657
17,0.9827932119369507,0.9986382126808167,3.12499992105586e-06,0.050407908856868744,0.9695955514907837,0.9968454241752625,0.681662380695343,0.7880488038063049,0.4417964220046997,0.6402116417884827,0.8294773101806641
18,0.9872382879257202,0.9989215135574341,3.12499992105586e-06,0.0321909636259079,0.9764441847801208,0.9985660910606384,0.6893744468688965,0.7898543477058411,0.4336283504962921,0.6479250192642212,0.8294773101806641
19,0.9845139384269714,0.9989782571792603,1.56249996052793e-06,0.03034031391143799,0.9715322256088257,0.998279333114624,0.6910882592201233,0.7901367545127869,0.43166765570640564,0.6498655676841736,0.8286203742027283
