epoch,acc,auc,learning_rate,loss,precision,recall,val_acc,val_auc,val_loss,val_precision,val_recall
0,0.5481753945350647,0.6243593096733093,0.00019999999494757503,0.6631964445114136,0.5274535417556763,0.9255733489990234,0.5111016035079956,0.7218464016914368,0.5181455016136169,0.5056228637695312,0.9982920289039612
1,0.5669984221458435,0.6853970885276794,0.00019999999494757503,0.48521071672439575,0.5376753807067871,0.9561517238616943,0.5102476477622986,0.7412870526313782,0.47536155581474304,0.5051858425140381,0.9982920289039612
2,0.5826482176780701,0.7298121452331543,0.00019999999494757503,0.43568041920661926,0.5467678904533386,0.9662483930587769,0.5151579976081848,0.7441630363464355,0.37710538506507874,0.5077023506164551,0.999146044254303
3,0.6072407364845276,0.7728887796401978,0.00019999999494757503,0.38718634843826294,0.5619428753852844,0.9728832840919495,0.5046968460083008,0.7335840463638306,0.37718430161476135,0.5023595094680786,1.0
4,0.6230347752571106,0.8039238452911377,0.00019999999494757503,0.35934919118881226,0.5718860626220703,0.9787970781326294,0.5740819573402405,0.751150906085968,0.2939710319042206,0.540679931640625,0.9846284985542297
5,0.6515216827392578,0.831861674785614,0.00019999999494757503,0.33275967836380005,0.5914512276649475,0.9799509644508362,0.520068347454071,0.7393295764923096,0.4226439893245697,0.5102754831314087,0.9965841174125671
6,0.6830376386642456,0.8615319132804871,0.00019999999494757503,0.3020579218864441,0.6143449544906616,0.9834126830101013,0.5994876027107239,0.7287701368331909,0.291989803314209,0.5599896907806396,0.928693413734436
7,0.7056829929351807,0.8807048201560974,0.00019999999494757503,0.2811775505542755,0.6325032711029053,0.9818260669708252,0.6223313212394714,0.7399194240570068,0.37564322352409363,0.5736314654350281,0.953031599521637
8,0.7309245467185974,0.9040931463241577,0.00019999999494757503,0.2569665014743805,0.6534112691879272,0.9835569262504578,0.6763449907302856,0.7456480860710144,0.23602841794490814,0.6588461399078369,0.7314261198043823
9,0.7530650496482849,0.9224444627761841,0.00019999999494757503,0.2370833158493042,0.6733866930007935,0.9828357100486755,0.6332194805145264,0.724316418170929,0.2539794445037842,0.5887877345085144,0.8834329843521118
